Sender	Receiver	Amount	Priority
QSZ	JGG	420	HU
QZJ	NIN	193	U
IFV	YHO	544	HU
QRS	AJH	850	HU
RWH	CLK	732	U
LPO	UQU	567	N
KGV	VSP	597	U
QSJ	TQH	46	HU
YUI	RDP	606	HU
PMV	SXN	627	N
SIM	XKJ	400	U
FSX	AJY	872	HU
OFO	SOB	820	U
FRP	KGF	535	HU
ENT	OVH	184	N
QVR	SIM	88	U
RBX	ZJB	397	N
AJH	QVR	364	U
LIP	ITZ	380	HU
SOW	SKP	707	HU
QLI	BNS	147	U
YCO	WDQ	708	HU
CST	RSU	267	HU
KPC	DPJ	431	N
UWV	ONE	420	N
ZTU	KOV	613	HU
HGW	HRI	578	N
TQE	QVR	698	N
BIA	GTY	542	HU
CIR	HXU	627	N
GZQ	YZK	555	N
ZPO	WKS	555	HU
OWU	FFJ	580	N
BHA	IHN	279	HU
IOI	EBF	383	N
NUT	PUS	375	N
NZY	FUX	464	U
AAK	RDR	613	U
WTJ	TTP	487	HU
TLF	DGN	811	N
IIR	CGO	394	HU
ZPX	PGD	417	U
PZL	ATK	180	N
GOX	EYP	623	HU
RNV	LHY	18	N
OVH	AEL	768	N
EQF	DMP	750	N
OBY	DAZ	609	HU
DLI	EOH	490	U
XQF	FUM	488	U
NER	BMT	565	U
TNS	MGV	568	U
QMI	UEB	687	HU
JLP	OUG	491	U
PNL	UEN	529	HU
OUQ	RDP	549	HU
WCN	TSM	414	HU
EVJ	QGE	296	HU
QZO	FGF	225	U
SST	JXG	282	N
JND	RWH	690	N
LHY	XHN	307	HU
TNV	QVP	381	U
IEE	VTT	737	N
AGK	ERF	686	N
DVB	KKP	627	HU
WAH	LIP	452	HU
ANK	TPT	259	N
PGD	ZJY	634	HU
OZR	OJH	363	N
NER	FZP	464	U
OQA	SUS	348	HU
ZCR	MGS	357	N
XEW	YQM	86	HU
SHU	EUI	620	HU
BLT	PWI	418	HU
UBZ	KHM	533	U
OVR	UDH	512	N
ZHF	JKU	578	U
FGF	SXR	249	HU
OLL	JLP	199	U
VWX	PGD	565	N
LGV	OZR	598	N
BZC	OVR	709	N
GYR	ZGX	600	HU
UWT	WCN	819	HU
ICL	UBZ	528	HU
XAD	CLK	355	N
JUO	HNK	628	U
FLU	NCD	297	HU
QLI	KPZ	558	N
BKZ	PAD	657	HU
LXX	KDX	769	HU
WAL	MGV	930	U
XXS	ECV	579	HU
EOB	XVV	257	N
YJG	NZW	214	N
WXR	UDI	506	HU
HAD	OHP	132	N
QSJ	NUT	424	U
DDV	OCX	550	U
QGZ	PHV	573	HU
NRH	TNV	486	U
QTZ	SJN	321	N
RUO	SBH	521	HU
QVN	PIH	844	N
UKJ	GQI	471	U
SHG	QSU	665	N
ZZG	LGB	820	U
RTI	FSK	374	N
HRI	RZN	503	N
KOK	SST	532	N
YZF	EEB	646	N
IEE	VOA	427	HU
SHU	DOO	699	N
EBF	NBS	168	HU
GYR	CHS	325	N
ZWP	QFG	427	U
PUS	RPP	585	HU
GZM	AKI	465	N
UNO	SZE	538	U
GBP	HPD	363	HU
EPW	HQQ	339	U
SSS	KGF	174	U
DVF	OFO	594	N
YFV	AGK	442	HU
NGF	KHM	436	U
JRS	FLU	633	HU
ZWD	XHN	483	U
GZC	XAH	212	U
XKY	AJY	585	U
ZMJ	JTW	818	N
FGF	XSK	626	HU
YFS	JNF	368	U
SKP	FTT	837	HU
QQE	MZD	711	HU
UYU	KQK	857	N
GKR	TVY	541	N
GVY	HMA	652	U
SSP	RQF	254	U
VQE	PYK	369	HU
LBB	FZZ	685	HU
GZC	XSD	313	HU
OQM	QXV	628	N
QSU	LWN	330	N
TSM	WGO	295	N
RQF	ZZE	673	N
SJN	NDU	519	U
JCF	ZYH	455	HU
MYG	OBF	357	N
JYB	ZXZ	518	U
SYS	BPN	663	U
CKH	WGM	423	HU
HXK	UBZ	345	U
JYB	KGF	633	U
MHM	SIM	655	U
PZL	OWU	243	U
TNS	JND	759	HU
NIV	QPJ	634	HU
UAD	TYL	315	U
BEX	GRC	290	U
KIK	UUX	766	HU
SFL	ZMF	636	N
YFF	FQW	423	N
DAZ	LBB	763	N
CEW	BNC	303	HU
SIV	VOM	588	U
DAZ	LPO	341	N
QGZ	JGG	619	HU
LGV	QMI	131	N
QPT	LVL	419	HU
NKZ	IHN	423	N
JUO	JIA	298	N
KZQ	KJH	459	HU
VCH	FRP	449	U
VQA	UEA	598	N
WPL	LHY	436	N
AQD	FCY	602	HU
OMK	CLK	628	U
OMV	OBY	249	U
CGO	UYB	846	N
FLV	WEW	321	HU
AEL	LPD	554	N
SIM	ROO	393	U
SLU	YJP	685	N
CZY	TDX	714	N
EJZ	NRH	440	HU
DVT	GWQ	736	N
ZCV	ZVX	406	U
FUX	PNL	304	U
BXQ	XXS	286	N
PMV	YWP	381	HU
RZN	LWN	638	N
QMZ	XGS	570	N
QSD	UHB	269	N
HES	XMX	104	U
WAL	LWJ	375	U
QZO	NYT	432	HU
JLJ	NRU	594	HU
PPW	WTO	509	N
UOA	PRS	559	HU
XMH	VCH	418	N
YVF	QSZ	311	U
YTD	TNS	658	U
XQU	IWU	333	HU
MRB	FLV	517	N
LRF	VSF	640	U
HZZ	MHV	503	HU
SDJ	EAW	335	HU
FAF	OWR	443	HU
WLW	CHM	44	HU
EWS	KGV	893	HU
RKX	FAF	766	N
QES	OJA	367	U
VKO	HDZ	554	U
AYK	VWX	541	HU
DED	WNS	163	N
YKD	CIM	258	N
OBF	XLY	629	U
UXP	XHN	694	U
STC	QPJ	688	HU
RNW	DOO	856	N
YKD	UQU	434	N
TRA	JLJ	317	N
JXG	LRF	367	N
FQW	RYV	597	U
EVS	UWR	636	U
QOY	BAX	452	U
III	LAE	307	U
WDQ	CEP	287	U
VZB	CBO	826	N
ECV	XAD	731	U
YJG	EJZ	440	U
ZTY	PGE	703	HU
KPY	UWV	627	HU
RNV	IPZ	511	N
SFB	VLG	440	HU
FPI	HJY	699	N
HPD	CEM	464	U
AGK	PML	731	U
IPY	SMD	473	U
HGD	GXL	362	HU
NXA	RQF	539	N
JHZ	SWV	580	HU
SIF	LRF	618	HU
NXA	QVP	280	U
IOY	GVY	238	U
XDF	ZJU	606	U
OKU	NBS	519	U
KPZ	ZPX	366	HU
EYP	SQN	649	U
ZFO	FCU	545	N
JBT	MGI	671	HU
FAF	CIR	461	N
HRI	FPH	338	HU
ZWY	OJH	241	N
VXM	ECV	553	HU
QRG	GZC	317	HU
JXG	KUI	340	U
XKY	WCN	783	N
JCF	TDX	437	HU
ZMJ	BNC	470	N
THI	III	341	HU
HSX	WAL	601	N
LRM	YSR	417	U
VTT	KOK	693	HU
ZMJ	WER	747	N
EQF	LUQ	280	U
EJZ	NVR	245	U
VZB	DLB	779	HU
JPB	CIU	924	U
SLU	SAQ	611	N
ZWD	TPT	671	HU
OOU	WFM	541	N
KUA	SMD	113	U
BXZ	BAE	323	HU
NGF	BGC	657	HU
CQH	GZM	586	N
FQW	CXU	42	HU
QVW	YQW	540	U
NVN	TTS	627	HU
MIW	GBP	567	U
LRF	NQP	597	U
STC	TSF	258	U
LRF	FCT	458	N
UEN	KZQ	520	N
AZP	RXJ	707	U
UWR	BZC	290	N
TTP	PTO	425	N
BTW	WFM	385	HU
AQD	YZF	271	U
PIH	RDO	452	U
EJO	LIP	247	U
EQF	JRS	207	U
MDP	NLV	605	N
LND	PTO	23	U
BEX	VIX	570	HU
QYR	AUE	906	N
KNG	RDP	897	N
ZQM	FIW	394	N
TKA	RZN	656	U
MDP	SQA	312	HU
ZYH	EZW	302	U
XPK	HJH	682	U
FZP	PHV	372	N
DMR	XAD	556	N
ZUO	ZXZ	146	N
KGO	UCW	118	U
DMV	XWM	366	HU
MIA	KGO	733	U
SAQ	XSS	420	N
FUZ	FZZ	768	N
BXQ	WXR	786	HU
DPJ	GHK	304	U
BTW	YPC	584	N
KLF	EQF	584	U
OEF	DEG	325	N
WER	CHS	602	HU
PTO	XVD	334	HU
AXX	SBH	26	N
YTD	QSJ	377	N
RAE	PMV	301	N
QGE	NUB	592	U
MCY	PGD	402	HU
SFM	WIQ	257	HU
RBW	NVR	466	HU
VNF	MHV	747	HU
XKJ	YVB	828	N
JKU	PKO	679	HU
IPY	LBB	458	N
YXQ	ZMO	313	N
FQM	ZOP	451	HU
ZQJ	ZCR	453	HU
ICL	VXP	738	U
PAE	PCI	700	N
TCJ	ZWP	172	N
KHM	JRF	768	N
PFK	VLW	433	HU
ITZ	JRY	608	N
DYX	XHN	476	U
RQF	SEC	827	U
BUS	ONK	711	HU
UNO	KVY	628	HU
UYY	DOJ	546	HU
MZD	QSU	385	U
DKD	NRU	689	U
DGN	UXP	609	U
HZE	EUI	515	N
BOD	BZC	111	N
ETI	DOO	415	HU
JIJ	ROO	351	HU
UUZ	EOB	665	HU
IWU	GAM	399	HU
LOB	KQK	696	HU
TIP	LQF	675	HU
WDQ	RRN	605	N
RQF	DVF	509	HU
MTP	IPZ	336	HU
AZP	HCB	544	U
EFU	LPK	679	U
EWS	NVT	535	N
JKU	JOJ	468	HU
EFC	OEF	317	U
XJY	SAQ	677	N
GQI	IIR	600	U
DVT	DKD	585	N
IAR	TLF	668	HU
AKI	MTP	415	U
YXH	BHB	209	N
XSN	UIZ	719	N
WFM	UDH	511	HU
EWS	ILT	292	HU
FAF	OJH	326	HU
OUA	YCP	502	HU
WBH	PGD	286	HU
TIP	SFM	470	N
VNP	SWL	707	HU
CEW	LQF	414	HU
HWH	WAL	115	U
LGB	ZVX	717	HU
MJU	HBP	688	U
PNU	ZWM	161	U
DXL	JBT	228	HU
DLB	HZZ	428	N
VSP	IEG	811	HU
AOF	WVY	848	U
HCB	UQR	21	HU
JUO	RDR	458	N
ZJY	RGG	656	U
EUI	SRE	775	U
RNV	BEX	579	U
XTN	XED	789	HU
LPO	JUO	728	U
UXY	ANK	70	HU
ZPX	DDC	386	HU
VZB	RDO	468	HU
OOU	TWD	335	U
XQU	PGZ	337	HU
HRI	HIB	660	N
TQH	KNI	930	U
BHA	RDR	164	N
BGC	IIR	32	N
YZD	RUO	278	HU
ILR	YVB	478	HU
ZTY	XDF	940	U
UEK	FWK	514	N
URW	GXL	755	U
OBI	FUM	530	HU
RWT	PTO	936	HU
AXK	OCA	375	U
DPJ	NYT	357	U
UKE	KHW	198	HU
WKS	PWS	107	HU
VJA	FRM	707	HU
SJN	JGK	810	N
FSX	TWD	403	U
AUE	OBY	664	U
HDZ	CHM	880	HU
JBR	TGZ	517	HU
YJG	HTL	240	N
BXZ	HCB	971	N
RBX	SWT	513	N
WNA	AVM	364	HU
OBI	III	447	HU
XVV	GIC	383	HU
SWN	IWU	379	N
CTR	CGQ	484	N
SST	URW	354	HU
TQE	CNJ	226	U
DMV	URW	422	HU
DDC	QVW	673	U
JIJ	VIX	511	U
UWM	JAZ	673	N
UBZ	HZE	1038	N
JRS	MHV	278	HU
FWD	RTI	603	N
SRZ	RBW	297	U
TNV	ZFS	352	N
KKP	LZJ	839	N
AQD	ILT	701	HU
QTZ	FAF	607	N
WER	CJG	621	HU
PBY	SEC	675	N
ALJ	MRZ	858	U
AEL	DGN	654	HU
DQP	BAE	267	U
FQM	MGS	515	U
GMI	BNS	618	HU
LZB	XCD	320	HU
NZW	ZCR	537	U
EOB	XBA	358	U
WXE	VQE	675	HU
FSK	NRH	329	N
YQM	WKT	790	U
JUE	AEK	370	HU
RUO	VJA	947	HU
DXL	YWP	461	HU
NLP	XED	500	N
OHP	DKD	688	N
JOZ	RNV	573	U
RCT	DRV	50	U
TCY	UWV	338	HU
JKR	EFK	186	U
HGA	XMX	221	HU
XVV	QGE	578	U
GEM	MYG	655	U
XGS	BAB	349	U
SUS	EBF	198	N
CNJ	TPT	985	U
UIO	VLG	423	HU
UWR	IUQ	498	HU
HPA	NIN	224	N
LWN	SOD	418	HU
ZPX	QTZ	541	N
QGP	HAD	275	N
WNA	BTY	665	N
ERF	HMA	525	HU
WER	ZKP	331	U
XKJ	WBY	183	HU
BGV	JYB	438	U
GHY	KUI	133	N
MNT	NXA	350	N
QGQ	SXR	503	U
ZJB	NXH	673	U
CDH	SEH	698	U
SHG	RGQ	316	N
OMZ	XBA	639	N
CIM	XSK	585	HU
MVX	JIA	639	HU
KHW	ZTY	339	HU
YZF	YKU	673	HU
KZS	TLF	517	HU
QGZ	YQW	703	HU
HES	BLT	627	N
YBV	MYZ	375	HU
PGD	XKP	345	U
LZB	CNJ	447	N
HXU	OZR	548	U
GCA	UOA	676	N
UDH	SZB	491	U
YXH	KOK	366	HU
BDV	MIA	419	U
HMZ	QJQ	199	U
HMZ	RUB	790	N
XKY	XPK	135	U
BCS	CGO	564	N
SIF	JAZ	622	U
CUK	FSX	504	HU
XPK	SOD	531	HU
TAY	QGP	621	N
FLU	GED	378	U
CIM	EDI	689	U
JYB	TAH	694	U
WTC	PBY	504	U
RBX	DVB	160	N
DLI	NGH	44	HU
RCS	CJM	461	N
UYU	HGP	364	HU
EEM	SQA	463	U
FLV	CXU	231	HU
RJY	JIA	584	HU
YXD	YBW	296	N
NTD	QQE	383	N
DDK	OMK	549	U
PZL	KHW	337	U
WLW	DRL	496	HU
SHU	CJG	175	HU
UKJ	XVD	217	U
YYU	CTR	620	N
CIN	KWZ	224	N
CUK	KAP	445	HU
IGT	JBT	416	N
JKU	DRL	386	U
NRH	ZVX	517	HU
VXP	ZTW	435	N
QSJ	HXU	698	U
RBL	KEU	730	U
DQP	KHM	242	HU
SWT	BIA	671	U
SSP	QGZ	191	U
GOX	QMZ	696	N
UDH	GJK	690	N
XPK	VKC	387	N
XOT	RRN	571	HU
GHY	BMT	329	N
LAE	VXP	693	N
YQX	IHN	432	U
YJP	EJZ	370	HU
UDH	BMT	655	N
BGA	KVQ	679	HU
IRB	BTY	659	N
KAZ	EUI	467	HU
ISF	AEG	585	N
RZN	MCY	599	N
PID	QVW	491	U
EWS	CJM	175	HU
UCW	ZAG	606	U
LUQ	MRB	546	U
QSU	EOZ	653	N
AEK	THN	746	N
DYX	HGD	285	U
HWA	SDJ	570	U
IOI	BTW	394	U
XZE	YAR	585	N
ONK	FPH	699	U
YFS	ENT	369	N
GHK	YBW	965	N
AEG	ABO	577	HU
LPD	PAD	459	U
EDI	YYU	740	U
UFZ	GED	459	N
CQH	IUQ	51	N
BAB	GIC	162	N
ZZE	SQA	668	N
FZP	ERF	384	N
SAQ	GFM	340	U
RDQ	EBF	302	U
BMV	UNO	228	N
AZP	WDQ	401	HU
FCY	RVS	494	HU
ZVX	JBR	881	U
LNA	FIW	110	U
MTK	RDO	481	N
RDR	NUT	664	U
OUF	TGG	419	HU
WXZ	UWR	335	N
XSD	GJV	168	N
DYX	RWH	314	N
QSU	CBJ	249	U
XJY	ETI	187	U
ZTY	DMR	452	N
ILL	RCS	472	N
JRS	VOA	202	HU
LUQ	QRM	39	HU
KHM	MTJ	712	U
CST	PBC	578	N
HFP	QGQ	562	N
KPY	BAE	331	N
BAC	OUF	233	U
ITQ	NVT	364	U
NOG	RQR	184	U
HBP	ZJY	305	N
SLU	NXA	632	N
BWO	YPC	739	N
SZE	QTZ	523	HU
LUQ	OQM	560	N
OTD	LXX	553	HU
HWH	EVS	431	HU
XWM	QGZ	496	HU
XTP	MYZ	380	U
LBB	RWW	478	HU
ZKP	TTS	282	N
AXS	ONC	648	N
HSU	HEP	365	N
YZF	TGZ	860	U
HGA	GAM	786	U
RGQ	YVJ	373	U
ZQM	SOD	646	HU
WXR	XSK	88	U
ZFO	IPY	501	N
XSK	VSF	542	N
KRA	UAD	219	HU
BKX	BAB	599	N
NDU	KNR	622	U
LOB	AXK	480	HU
LQF	SFM	1126	N
VCH	ZZQ	382	U
XHU	MFZ	391	HU
KFE	OZR	406	U
TCJ	OGD	568	HU
CTR	LXX	438	HU
PMV	MRZ	213	HU
QSZ	XSN	721	N
PBC	KJH	222	N
DRV	MTP	499	U
FPH	ERF	422	HU
FSX	TTS	470	U
MHM	CZY	459	U
UXY	JCH	511	U
ONK	WAH	536	N
QGQ	RZN	140	HU
KQU	GWX	621	HU
JPE	HGC	481	U
YGM	YQM	836	N
IBK	GXL	619	U
SZE	RVS	125	N
FQW	MYG	1042	U
NIN	XVV	457	U
MPP	EQF	495	HU
IPZ	MYL	483	N
OUF	XSS	488	HU
SIF	VSG	292	N
GZQ	BIA	349	HU
MJU	BHV	141	HU
CNE	PKF	369	HU
UTG	DQP	414	HU
XUL	CBV	515	U
CIU	SYS	406	N
FUX	KUL	487	HU
NZY	OHP	735	U
QSJ	IFV	189	U
SIM	RKE	762	U
KDX	FZP	798	N
JRG	BBY	636	HU
SUS	BGC	350	N
FFJ	DVT	645	U
BBY	BAC	621	HU
FJD	QYR	273	U
FWD	UKE	496	U
EPW	KIK	736	U
SBH	LBB	435	N
MYT	JPU	22	N
DED	MRZ	327	N
OUQ	CLK	85	U
SYS	PWS	962	U
WVY	CBF	707	U
SOY	AYI	460	N
QKC	PHV	320	U
BAC	NDU	345	U
AEL	WCF	436	U
PHV	SLR	770	HU
EVS	RWW	512	U
ZWP	MIW	522	N
AJY	CKH	656	HU
ERF	BIA	324	N
DAZ	VIX	325	HU
BQI	QOY	223	U
KOK	JKR	407	N
UUM	VPX	338	HU
FZZ	ILT	94	U
PYK	ERF	449	U
RPM	VWW	537	U
QGZ	XVV	439	N
LKF	BHA	554	N
RPD	GED	130	N
FPR	SIM	522	U
UUM	GGJ	787	N
LUO	PKF	513	HU
QRS	BIA	537	U
WEW	KOK	732	U
IPY	AYK	553	HU
BNC	TYX	663	N
NRH	DSB	416	N
PRS	MDP	604	U
JHG	DLI	479	N
UWM	ANY	261	HU
NXR	VWW	274	U
GFC	DLI	647	N
BLT	ZJY	167	N
PGP	CBJ	653	N
BNS	RDO	555	N
XKJ	UWM	339	HU
KFE	VKA	902	HU
CBF	SBH	335	HU
XOT	EQF	811	HU
LPD	VNF	296	U
JLY	SHG	514	HU
XTN	UKX	447	HU
IEG	KGV	340	U
OQM	ZAG	652	HU
CBJ	MYG	355	N
HBF	TWZ	198	HU
EIV	WXR	503	U
MYG	HBP	583	U
BUS	VNU	189	HU
UWT	OUG	432	HU
KZQ	QVN	642	N
BKZ	APT	164	U
XMH	BQI	409	U
KKP	XAH	399	HU
ZUL	XKJ	419	HU
PID	IAQ	528	N
FUM	VKG	549	HU
EUI	WKT	433	U
EQF	ONK	536	HU
MYG	GZO	351	HU
PIH	TUF	342	N
CJG	YVB	768	HU
YQI	SWN	502	HU
SAQ	IBK	813	HU
SLU	AVM	652	HU
GYR	HIB	552	U
DSB	OUQ	311	HU
QHW	HEG	560	U
DVB	BNC	905	HU
QGE	GVS	151	U
ZIM	OMV	370	U
HZZ	OFO	358	N
UPD	TYP	138	HU
HVJ	KZQ	432	U
NIN	XQU	553	N
GZQ	TBC	549	N
CIC	UZH	602	HU
NIU	DEG	280	N
DOA	JLP	383	U
LHY	GMI	440	HU
HSU	KDX	392	N
YPK	QMZ	530	N
ZWY	SFM	451	U
ONK	VCD	609	N
QRM	JRG	530	N
BIA	FGF	528	U
ILR	TAH	660	N
XHN	CEM	496	U
OBI	FCT	489	HU
OVR	ZLP	707	N
CGQ	SIV	411	N
AXK	MFZ	722	N
NIU	XAH	218	HU
PBY	UAD	713	N
BPN	XKJ	133	U
EYP	UUM	341	U
UUZ	SFB	467	U
PBC	KUI	185	HU
YPC	FJD	436	HU
CIC	WKT	389	N
OMV	DYE	429	U
MFI	LGV	896	N
KHM	VWX	31	U
RCS	JRF	100	N
YCP	XXS	432	N
JIA	JRG	434	U
EEM	OVQ	863	HU
EKM	RBX	506	U
BPN	VPO	357	N
HSU	QZJ	108	N
EAW	IGT	797	N
NXA	FZP	815	HU
SEC	MYT	1034	U
CIM	FAS	654	U
FCU	SIV	513	N
KEU	UQU	329	U
LHY	BOD	771	U
JBT	QSU	362	U
RWW	KEU	306	N
QSD	SIV	582	N
RXJ	JRG	606	N
SKK	UPD	746	N
RPD	UYG	701	HU
XAP	OBF	561	U
EOB	HBP	250	N
QGE	GYR	369	N
GFM	DYX	279	U
HGW	KRP	561	N
WDQ	QRM	586	N
XAD	FZZ	270	HU
JHH	AJU	617	U
HJX	TQE	395	N
ZWD	ZPX	254	HU
AVM	JUE	368	N
KIK	EUI	212	HU
KAZ	JLP	547	HU
SXN	VWX	484	U
YRG	UTG	294	HU
NGH	QLI	336	HU
LHY	FIW	461	HU
LRF	SOD	466	HU
NIN	FVG	616	HU
TRA	VQA	497	N
KGF	DVR	686	HU
HXU	LWN	412	N
OHP	HEG	684	N
BKV	UKE	675	U
YVI	GRC	423	N
VKG	VJA	405	N
VHO	KZQ	649	N
NSL	CDE	660	HU
SWT	PYK	976	U
XTP	UYY	441	HU
JHH	VTT	476	U
GZE	PBY	652	HU
HNK	RRJ	337	U
SSP	DVH	154	HU
JAZ	HVJ	630	HU
BAE	DWF	690	HU
CIU	BAB	268	HU
IEG	VKO	425	HU
VQO	PAD	355	N
CYO	KWZ	948	N
ZJB	BHP	340	HU
JND	EPW	436	HU
LPD	AVF	455	N
BOD	NXQ	534	U
GOX	YBB	435	N
MCY	FWD	588	HU
JWA	MFI	422	N
QFG	LGB	469	HU
EWS	DYX	393	N
SZE	SKP	465	N
KME	UES	850	U
JCZ	CIM	492	N
YFS	KFE	421	U
VCH	DWF	659	HU
PGD	HWA	853	N
TSM	WVY	447	HU
IPY	PRS	847	U
ZYH	PKO	400	N
VKG	QES	419	N
JYB	YZF	207	U
PPI	DDK	665	HU
YZF	PGD	206	U
VWX	JPU	516	U
VCP	QVP	482	HU
JCZ	XED	740	HU
JIA	MZD	1020	HU
YYU	UCW	550	U
ZMJ	KAP	240	N
NCD	MIA	825	U
OBY	NOH	497	HU
AGK	HGW	552	U
EUI	PMV	492	U
UDI	UEA	839	N
IWU	RWT	406	HU
PPI	BQC	677	N
XQF	JAZ	139	N
UEK	MIA	479	N
IUQ	RYV	657	HU
WCN	GZM	368	U
TDX	VQO	782	U
EVT	BXZ	683	HU
LZB	VCH	708	U
NVN	CEM	385	HU
CZY	PBY	631	U
YZK	BKZ	580	N
RXJ	BXQ	190	HU
YZF	CJM	397	N
ZWM	BBY	632	U
TRK	SWL	554	N
SJI	NLP	576	U
HPD	NCW	212	HU
ZWY	YQI	759	HU
URW	GOX	402	U
XWM	RJX	516	N
DWZ	SRZ	551	HU
IKW	GZM	819	HU
IPY	LGB	602	U
KZS	WBH	603	HU
YXQ	ZWY	816	N
RDP	SBP	559	N
HGD	VSF	490	HU
UCW	PBC	358	HU
LKR	ATK	583	U
EOH	DQP	680	U
MFZ	BOD	247	N
KVY	XAD	723	HU
KHW	RJX	155	N
DWZ	NQP	352	HU
UZH	SDJ	471	N
FPH	SWV	320	HU
XHU	UNO	889	HU
XUL	DVB	706	N
WCB	UUZ	493	HU
NVN	TKE	455	N
GZE	LGV	85	U
DOJ	SWL	275	HU
YZK	ZUO	779	HU
IPY	NDQ	789	N
JRS	PUN	383	U
GOX	OHP	647	U
DNL	VKS	650	HU
HJY	YGM	680	HU
EIQ	GVY	377	N
ZPO	BNS	585	U
GAF	JFB	384	HU
XSD	PIH	633	N
RUO	WIQ	792	N
BMT	UWR	361	U
YCO	PGP	416	N
VQA	XQF	709	HU
NGA	QZO	19	U
RGG	VJA	300	U
HPD	CBV	387	HU
LHY	EZW	186	N
NOI	QGZ	565	N
FWD	BWO	545	U
QJQ	HEG	364	U
PQT	NRH	739	HU
YKU	HRI	564	HU
FCT	WFM	381	U
CUK	JPU	394	U
ZVX	FEL	497	N
HFG	NER	141	HU
VQO	DXL	703	U
UHB	CHS	589	U
JXG	HDZ	195	HU
EUI	GED	345	HU
KLF	NOG	579	N
VHO	ROO	292	N
JKR	HWH	833	HU
OJH	TSF	446	U
KQK	ONK	822	N
OUG	GZO	521	N
RUB	SRE	354	HU
JHH	LPD	670	N
ZMF	KGV	440	N
RZN	KGO	469	N
EJZ	WKT	448	HU
KOV	UQU	583	HU
BMT	EJV	110	HU
EEB	ROO	375	HU
AXT	ZVX	189	N
CKH	HFG	278	U
BSE	IRB	435	HU
WGM	IHI	547	HU
MVX	MFZ	341	U
BNS	DGN	547	U
STC	GEM	331	U
GCA	PGZ	801	N
GHK	XMX	804	N
ADF	PPI	346	U
WGA	NDQ	272	U
WGO	MFZ	760	U
LKF	DAZ	307	HU
SIV	HQQ	666	HU
HAD	WKT	585	HU
ZVR	ZUO	337	HU
JRF	JYB	337	U
FFJ	DVF	847	HU
SMD	FZM	415	N
DRR	XVV	566	U
OLL	IVV	762	U
TSM	QSU	391	HU
PNU	BAE	660	HU
VLW	EJO	350	U
EJZ	WXZ	456	U
ZWP	BKX	463	U
HFJ	QVW	992	HU
KPY	SWT	733	U
GJV	DSB	481	N
UPD	OQM	406	HU
BIA	TKJ	805	U
TYX	LKF	323	U
JZZ	BXZ	581	HU
TTP	TTS	275	HU
RNV	YZK	462	HU
MNR	RKE	730	HU
GVY	SKP	492	U
AYI	ZIH	372	HU
AOF	QOY	504	N
JIA	SXR	141	N
YSR	SOQ	575	HU
WXR	RQR	550	N
VHO	NGA	454	U
YVJ	QGE	419	N
YTD	ZCR	521	N
YBB	WGM	345	U
KVQ	ZQM	635	N
ZZQ	SXN	482	U
YRG	GQI	419	U
BCS	QXV	102	U
ZTW	KGV	441	N
OUF	JOJ	564	HU
PAE	NUB	211	HU
XJY	SEH	162	N
WER	ZHF	335	HU
TIP	UDF	574	HU
ABO	BWO	421	HU
TLF	AOF	485	N
UXY	DRL	470	HU
NVT	TQE	692	HU
OKW	EDI	440	N
MDP	FUZ	363	HU
FUM	EPW	444	HU
DMV	MYG	808	U
UCW	XMX	549	U
RRN	CIM	318	HU
ZMJ	ZKP	619	HU
UPD	XTP	177	U
KFE	QYR	624	N
HBF	NKZ	823	U
UQR	EJV	613	U
LGV	WCB	315	U
QPT	JTW	501	U
ZZE	CZY	480	U
DRV	KJH	235	N
PMV	ZFS	208	U
BCS	ZZG	735	U
HAD	WIQ	132	U
HMZ	RXJ	405	HU
ERF	HDZ	674	HU
YJP	EWS	453	U
SBP	YCO	566	HU
NSL	WLW	397	U
BPN	YJG	831	N
EOU	VKO	415	N
DDV	ILT	921	U
URY	VLW	323	HU
PCI	JRG	155	U
IOI	BSE	499	HU
AYK	WBY	659	N
CDH	AEG	724	N
SOD	PQT	478	HU
RKX	YKD	712	HU
KNI	GKR	391	N
UUB	KAP	388	HU
XHN	TKE	629	HU
YZD	PID	537	HU
MZD	KOV	276	U
LKR	YAR	473	HU
RQF	LVL	456	U
SQA	XEW	172	N
VSG	WSK	344	N
UWT	IKW	474	U
IFV	GBV	727	HU
HDZ	QGQ	326	N
VOM	XVV	316	HU
UEB	HAD	670	N
MFI	FCU	186	HU
XVD	MTK	459	HU
GQI	KNG	835	N
VKA	KIK	361	N
DGN	AZP	220	U
JHG	UZH	487	U
QQE	XMX	583	HU
XCD	SXR	772	U
DDV	QMI	571	HU
SRE	OBI	561	HU
HEG	EZW	393	N
DYE	GWX	412	N
VQA	URY	551	N
XGS	OCX	437	N
DYE	NSL	188	U
AUE	WXZ	664	HU
BTW	PML	599	U
ZTY	DOA	824	N
YZD	ZYH	485	N
GZC	QVN	290	N
ZUL	BUS	672	U
RDP	PBC	894	HU
BMT	NRH	506	U
BKX	EVT	614	N
MFI	RKX	820	HU
OQM	LIP	320	U
EOZ	HRI	519	HU
CTS	FCY	227	HU
KOV	NSL	647	HU
TGZ	FZP	768	N
MIW	FZM	461	HU
MYZ	SQN	469	HU
QPT	NVN	634	N
WPO	CIC	583	HU
OTD	MGI	624	HU
SQA	SXR	387	N
KUL	HGD	584	N
ZOP	IJD	380	N
TPT	VSP	411	U
III	YCP	503	HU
NGF	WKT	84	N
UXP	SZB	634	N
